NUMBER,CODE,SERIAL,NAME,TYPE1,TYPE2,GENERATION,LEGENDARY,MEGA_EVOLUTION,HEIGHT,WEIGHT,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,TOTAL
766,1,7661,Passimian,Fighting,,7,0,0,2.0,82.8,100,120,90,40,60,80,490
767,1,7671,Wimpod,Bug,Water,7,0,0,0.5,12,25,35,40,20,30,80,230
768,1,7681,Golisopod,Bug,Water,7,0,0,2.0,108,75,125,140,60,90,40,530
769,1,7691,Sandygast,Ghost,Ground,7,0,0,0.5,70,55,55,80,70,45,15,320
770,1,7701,Palossand,Ghost,Ground,7,0,0,1.3,250,85,75,110,100,75,35,480
771,1,7711,Pyukumuku,Water,,7,0,0,0.3,1.2,55,60,130,30,130,5,410
772,1,7721,Type: Null,Normal,,7,1,0,1.9,120.5,95,95,95,95,95,59,534
773,1,7731,Silvally,Normal,,7,1,0,2.3,100.5,95,95,95,95,95,95,570
774,1,7741,Minior,Rock,Flying,7,0,0,0.3,40,60,60,100,60,100,60,440
774,2,7742,Minior,Rock,Flying,7,0,0,0.3,0.3,60,100,60,100,60,120,500
775,1,7751,Komala,Normal,,7,0,0,0.4,19.9,65,115,65,75,95,65,480
776,1,7761,Turtonator,Fire,Dragon,7,0,0,2.0,212,60,78,135,91,85,36,485
777,1,7771,Togedemaru,Electric,Steel,7,0,0,0.3,3.3,65,98,63,40,73,96,435
778,1,7781,Mimikyu,Ghost,Fairy,7,0,0,0.2,0.7,55,90,80,50,105,96,476
779,1,7791,Bruxish,Water,Psychic,7,0,0,0.9,19,68,105,70,70,70,92,475
780,1,7801,Drampa,Normal,Dragon,7,0,0,3.0,185,78,60,85,135,91,36,485
781,1,7811,Dhelmise,Ghost,Grass,7,0,0,3.9,210,70,131,100,86,90,40,517
782,1,7821,Jangmo-o,Dragon,,7,0,0,0.6,29.7,45,55,65,45,45,45,300
783,1,7831,Hakamo-o,Dragon,Fighting,7,0,0,1.2,47,55,75,90,65,70,65,420
784,1,7841,Kommo-o,Dragon,Fighting,7,0,0,1.6,78.2,75,110,125,100,105,85,600
785,1,7851,Tapu Koko,Electric,Fairy,7,1,0,1.8,20.5,70,115,85,95,75,130,570
786,1,7861,Tapu Lele,Psychic,Fairy,7,1,0,1.2,28.6,70,85,75,130,115,95,570
787,1,7871,Tapu Bulu,Grass,Fairy,7,1,0,1.9,45.5,70,130,115,85,95,75,570
788,1,7881,Tapu Fini,Water,Fairy,7,1,0,1.3,21.2,70,75,115,95,130,85,570
789,1,7891,Cosmog,Psychic,,7,1,0,0.2,0.1,43,29,31,29,31,37,200
790,1,7901,Cosmoem,Psychic,,7,1,0,0.1,999.9,43,29,131,29,131,37,400
791,1,7911,Solgaleo,Psychic,Steel,7,1,0,3.4,230,137,137,107,113,89,97,680
792,1,7921,Lunala,Psychic,Ghost,7,1,0,4.0,120,137,113,89,137,107,97,680
793,1,7931,Nihilego,Rock,Poison,7,1,0,1.2,55.5,109,53,47,127,131,103,570
794,1,7941,Buzzwole,Bug,Fighting,7,1,0,2.4,333.6,107,139,139,53,53,79,570
795,1,7951,Pheromosa,Bug,Fighting,7,1,0,1.8,25,71,137,37,137,37,151,570
796,1,7961,Xurkitree,Electric,,7,1,0,3.8,100,83,89,71,173,71,83,570
797,1,7971,Celesteela,Steel,Flying,7,1,0,9.2,999.9,97,101,103,107,101,61,570
798,1,7981,Kartana,Grass,Steel,7,1,0,0.3,0.1,59,181,131,59,31,109,570
799,1,7991,Guzzlord,Dark,Dragon,7,1,0,5.5,888,223,101,53,97,53,43,570
800,1,8001,Necrozma,Psychic,,7,1,0,2.4,230,97,107,101,127,89,79,600
800,2,8002,Necrozma,Psychic,Steel,7,1,0,3.8,460,97,157,127,113,109,77,680
800,3,8003,Necrozma,Psychic,Ghost,7,1,0,4.2,350,97,113,109,157,127,77,680
800,4,8004,Necrozma,Psychic,Dragon,7,1,0,7.5,230,97,167,97,167,97,129,754
801,1,8011,Magearna,Steel,Fairy,7,1,0,1.0,80.5,80,95,115,130,115,65,600
802,1,8021,Marshadow,Fighting,Ghost,7,1,0,0.7,22.2,90,125,80,90,90,125,600
803,1,8031,Poipole,Poison,,7,1,0,0.6,1.8,67,73,67,73,67,73,420
804,1,8041,Naganadel,Poison,Dragon,7,1,0,3.6,150,73,73,73,127,73,121,540
805,1,8051,Stakataka,Rock,Steel,7,1,0,5.5,820,61,131,211,53,101,13,570
806,1,8061,Blacephalon,Fire,Ghost,7,1,0,1.8,13,53,127,53,151,79,107,570
807,1,8071,Zeraora,Electric,,7,1,0,1.5,44.5,88,112,75,102,80,143,600
808,1,8081,Meltan,Steel,,7,1,0,0.2,8,46,65,65,55,35,34,300
809,1,8091,Melmetal,Steel,,7,1,0,2.5,800,135,143,143,80,65,34,600
810,1,8101,Grookey,Grass,,8,0,0,0.3,5,50,65,50,40,40,65,310
811,1,8111,Thwackey,Grass,,8,0,0,0.7,14,70,85,70,55,60,80,420
812,1,8121,Rillaboom,Grass,,8,0,0,2.1,90,100,125,90,60,70,85,530
813,1,8131,Scorbunny,Fire,,8,0,0,0.3,4.5,50,71,40,40,40,69,310
814,1,8141,Raboot,Fire,,8,0,0,0.6,9,65,86,60,55,60,94,420
815,1,8151,Cinderace,Fire,,8,0,0,1.4,33,80,116,75,65,75,119,530
816,1,8161,Sobble,Water,,8,0,0,0.3,4,50,40,40,70,40,70,310
817,1,8171,Drizzile,Water,,8,0,0,0.7,11.5,65,60,60,95,55,90,425
818,1,8181,Inteleon,Water,,8,0,0,1.9,45.2,70,85,75,125,65,120,540
819,1,8191,Skwovet,Normal,,8,0,0,0.3,2.5,70,55,40,35,35,25,260
820,1,8201,Greedent,Normal,,8,0,0,0.6,6,120,95,55,55,75,20,420
821,1,8211,Rookidee,Flying,,8,0,0,0.2,1.8,38,47,65,33,35,57,275
822,1,8221,Convisquire,Flying,,8,0,0,0.8,16,68,67,55,43,55,77,365
823,1,8231,Conviknight,Flying,Steel,8,0,0,2.2,75,98,87,105,53,85,67,495
824,1,8241,Blipbug,Bug,,8,0,0,0.4,8,25,20,20,25,45,45,180
825,1,8251,Dottler,Bug,Psychic,8,0,0,0.4,19.5,50,35,80,50,90,30,335
826,1,8261,Orbeetle,Bug,Psychic,8,0,0,0.4,40.8,60,45,110,80,120,90,505
827,1,8271,Nickit,Dark,,8,0,0,0.6,8.9,40,28,28,47,52,50,245
828,1,8281,Thievul,Dark,,8,0,0,1.2,19.9,70,58,58,87,92,90,455
829,1,8291,Gossifleur,Grass,,8,0,0,0.4,2.2,40,40,60,40,60,10,250
830,1,8301,Eldegoss,Grass,,8,0,0,0.5,2.5,60,50,90,80,120,60,460
831,1,8311,Wooloo,Normal,,8,0,0,0.6,6,42,40,55,40,45,48,270
832,1,8321,Dubwool,Normal,,8,0,0,1.3,43,72,80,100,60,90,88,490
833,1,8331,Chewtle,Water,,8,0,0,0.3,8.5,50,64,50,38,38,44,284
834,1,8341,Drednaw,Water,Rock,8,0,0,1.0,115.5,90,115,90,48,68,74,485
835,1,8351,Yamper,Electric,,8,0,0,0.3,13.5,59,45,50,40,50,26,270
836,1,8361,Boltund,Electric,,8,0,0,1.0,34,69,90,60,90,60,121,490
837,1,8371,Rolycoly,Rock,,8,0,0,0.3,12,30,40,50,40,50,30,240
838,1,8381,Carkol,Rock,Fire,8,0,0,1.1,78,80,60,90,60,70,50,410
839,1,8391,Coalossal,Rock,Fire,8,0,0,2.8,310.5,110,80,120,80,90,30,510
840,1,8401,Applin,Grass,Dragon,8,0,0,0.2,0.5,40,40,80,40,40,20,260
841,1,8411,Flapple,Grass,Dragon,8,0,0,0.3,1,70,110,80,95,60,70,485
842,1,8421,Appletun,Grass,Dragon,8,0,0,0.4,13,110,85,80,100,80,30,485
843,1,8431,Silicobra,Ground,,8,0,0,2.2,7.6,52,57,75,35,50,46,315
844,1,8441,Sandaconda,Ground,,8,0,0,3.8,65.5,72,107,125,65,70,71,510
845,1,8451,Cramorant,Flying,Water,8,0,0,0.8,18,70,85,55,85,95,85,475
846,1,8461,Arrokuda,Water,,8,0,0,0.5,1,41,63,40,40,30,66,280
847,1,8471,Barraskewda,Water,,8,0,0,1.3,30,61,123,60,60,50,136,490
848,1,8481,Toxel,Electric,Poison,8,0,0,0.4,11,40,38,35,54,35,40,242
849,1,8491,Toxtricity,Electric,Poison,8,0,0,1.6,40,75,98,70,114,70,75,502
849,2,8492,Toxtricity,Electric,Poison,8,0,0,1.6,40,75,98,70,114,70,75,502
850,1,8501,Sizzlipede,Fire,Bug,8,0,0,0.7,1,50,65,45,50,50,45,305
851,1,8511,Centiskorch,Fire,Bug,8,0,0,3.0,120,100,115,65,90,90,65,525
852,1,8521,Clobbopus,Fighting,,8,0,0,0.6,4,50,68,60,50,50,32,310
853,1,8531,Grapploct,Fighting,,8,0,0,1.6,39,80,118,90,70,80,42,480
854,1,8541,Sinistea,Ghost,,8,0,0,0.1,0.2,40,45,45,74,54,50,308
855,1,8551,Polteageist,Ghost,,8,0,0,0.2,0.4,60,65,65,134,114,70,508
856,1,8561,Hatenna,Psychic,,8,0,0,0.4,3.4,42,30,60,56,53,39,280
857,1,8571,Hattrem,Psychic,,8,0,0,0.6,4.8,57,40,90,86,73,49,395
858,1,8581,Hatterene,Psychic,Fairy,8,0,0,2.1,5.1,57,90,45,136,103,29,460
859,1,8591,Impidimp,Dark,Fairy,8,0,0,0.4,5.5,45,45,65,55,40,50,300
860,1,8601,Morgrem,Dark,Fairy,8,0,0,0.8,12.5,65,60,45,75,55,70,370
861,1,8611,Grimmsnarl,Dark,Fairy,8,0,0,1.5,61,95,120,65,95,75,60,510
862,1,8621,Obstagoon,Dark,Normal,8,0,0,1.6,46,93,90,101,60,81,95,520
863,1,8631,Perrserker,Steel,,8,0,0,0.8,28,70,110,100,50,60,50,440
864,1,8641,Cursola,Ghost,,8,0,0,1.0,0.4,60,95,50,145,130,30,510
865,1,8651,Sirfetch'd,Fighting,,8,0,0,0.8,117,62,135,95,68,82,65,507
866,1,8661,Mr. Rime,Ice,Psychic,8,0,0,1.5,58.2,80,85,75,110,100,70,520
867,1,8671,Runerigus,Ground,Ghost,8,0,0,1.6,66.6,58,95,145,50,105,30,483
868,1,8681,Milcery,Fairy,,8,0,0,0.2,0.3,45,40,40,50,61,34,270
869,1,8691,Alcremie,Fairy,,8,0,0,0.3,0.5,65,60,75,110,121,64,495
870,1,8701,Falinks,Fighting,,8,0,0,3.0,62,65,100,100,70,60,75,470
871,1,8711,Pincurchin,Electric,,8,0,0,0.3,1,48,101,95,91,85,15,435
872,1,8721,Snom,Ice,Bug,8,0,0,0.3,3.8,30,25,35,45,30,20,185
873,1,8731,Frosmoth,Ice,Bug,8,0,0,1.3,42,70,65,60,125,90,65,475
874,1,8741,Stonjourner,Rock,,8,0,0,2.5,520,100,125,135,20,20,70,470
875,1,8751,Eiscue,Ice,,8,0,0,1.4,89,75,80,110,65,90,50,470
875,2,8752,Eiscue,Ice,,8,0,0,1.4,89,75,80,70,65,50,130,470
876,1,8761,Indeedee,Psychic,Normal,8,0,0,0.9,28,60,65,55,105,95,95,475
876,2,8762,Indeedee,Psychic,Normal,8,0,0,0.9,28,70,55,65,95,105,85,475
877,1,8771,Morpeko,Electric,Dark,8,0,0,0.3,3,58,95,58,70,58,97,436
878,1,8781,Cufant,Steel,,8,0,0,1.2,100,72,80,49,40,49,40,330
879,1,8791,Copperajah,Steel,,8,0,0,3.0,650,122,130,69,80,69,30,500
880,1,8801,Dracozolt,Electric,Dragon,8,0,0,1.8,190,90,100,90,80,70,75,505
881,1,8811,Arctozolt,Electric,Ice,8,0,0,2.3,150,90,100,90,90,80,55,505
882,1,8821,Dracovish,Water,Dragon,8,0,0,2.3,215,90,90,100,70,80,75,505
883,1,8831,Arctovish,Water,Ice,8,0,0,2.0,175,90,90,100,80,90,55,505
884,1,8841,Duraludon,Steel,Dragon,8,0,0,1.8,40,70,95,115,120,50,85,535
885,1,8851,Dreepy,Dragon,Ghost,8,0,0,0.5,2,28,60,30,40,30,82,270
886,1,8861,Drakloak,Dragon,Ghost,8,0,0,1.4,11,68,80,50,60,50,102,410
887,1,8871,Dragapult,Dragon,Ghost,8,0,0,3.0,50,88,120,75,100,75,142,600
888,1,8881,Zacian,Fairy,,8,1,0,2.8,110,92,130,115,80,115,138,670
888,2,8882,Zacian,Fairy,Steel,8,1,0,2.8,355,92,170,115,80,115,148,720
889,1,8891,Zamazanta,Fighting,,8,1,0,2.9,210,92,130,115,80,115,138,670
889,2,8892,Zamazanta,Fighting,Steel,8,1,0,2.9,785,92,130,145,80,145,128,720
890,1,8901,Eternatus,Poison,Dragon,8,1,0,2.0,950,140,85,95,145,95,130,690
